"ResponseId","geo_zipcode","SWLS","MLQ_P","PRLQ","walkscore_walkscore","walkscore_transitscore","walkscore_bikescore","walkscore_city_name","walkscore_state_name","mobility_city_name","mobility_msa_name","mobility_score","Seg_Rank","Seg_City","Seg_State","Segregation_Divergence_Score","Segregation_Category","ZIP_FIPS","ZIP_Name","ZIP_X3_Digit_Tabulation","ZIP_X5_Digit_Tabulation","ZIP_Area_Name","ZIP_Zipcode_Zone","ZIP_State_Territory","ZIP_Total_Population","ZIP_Population_Density","ZIP_Area","ZIP_Total_Population1","ZIP_Total_Population_Male","ZIP_Total_Population_Female","ZIP_X_Total_Population_Male","ZIP_X_Total_Population_Female","ZIP_Total_Population2","ZIP_Total_Population_Under_5_Years","ZIP_Total_Population_5_to_9_Years","ZIP_Total_Population_10_to_14_Years","ZIP_Total_Population_15_to_17_Years","ZIP_Total_Population_18_to_24_Years","ZIP_Total_Population_25_to_34_Years","ZIP_Total_Population_35_to_44_Years","ZIP_Total_Population_45_to_54_Years","ZIP_Total_Population_55_to_64_Years","ZIP_Total_Population_65_to_74_Years","ZIP_Total_Population_75_to_84_Years","ZIP_Total_Population_85_Years_And_Over","ZIP_X_Total_Population_Under_5_Years","ZIP_X_Total_Population_5_to_9_Years","ZIP_X_Total_Population_10_to_14_Years","ZIP_X_Total_Population_15_to_17_Years","ZIP_X_Total_Population_18_to_24_Years","ZIP_X_Total_Population_25_to_34_Years","ZIP_X_Total_Population_35_to_44_Years","ZIP_X_Total_Population_45_to_54_Years","ZIP_X_Total_Population_55_to_64_Years","ZIP_X_Total_Population_65_to_74_Years","ZIP_X_Total_Population_75_to_84_Years","ZIP_X_Total_Population_85_Years_And_Over","ZIP_Total_Population3","ZIP_Total_Population_White_Alone","ZIP_Total_Population_Black_or.African_American_Alone","ZIP_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_Total_Population_Asian_Alone","ZIP_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_Total_Population_Some_Other_Race_Alone","ZIP_Total_Population_Two_Or_More_Races","ZIP_X_Total_Population_White_Alone","ZIP_X_Total_Population_Black_or_African_American_Alone","ZIP_X_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_X_Total_Population_Asian_Alone","ZIP_X_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_X_Total_Population_Some_Other_Race_Alone","ZIP_X_Total_Population_Two_Or_More_Races","ZIP_Households","ZIP_Households_Family_Households","ZIP_Households_Married_Couple_Family","ZIP_Households_Other_Family","ZIP_Households_Male_Householder_No_Wife_Present","ZIP_Households_Female_Householder_No_Husband_Present","ZIP_Households_Nonfamily_Households","ZIP_Nonfamily_Households_Male_Householder","ZIP_Nonfamily_Households_Female_Householder","ZIP_X_Households_Family_Households","ZIP_X_Households_Married_Couple_Family","ZIP_X_Households_Other_Family","ZIP_X_Households_Male_Householder_No_Wife_Present","ZIP_X_Households_Female_Householder_No_Husband_Present","ZIP_X_Households_Nonfamily_Households","ZIP_X_Nonfamily_Households_Male_Householder","ZIP_X_Nonfamily_Households_Female_Householder","ZIP_Median_Household_Income","ZIP_Housing_Units","ZIP_Occupied_Housing_Units","ZIP_Owner_Occupied","ZIP_Renter_Occupied","ZIP_X_Owner_Occupied","ZIP_X_Renter_Occupied","ZIP_Population_With_Poverty_Status","ZIP_Poverty_Status_Under_1.00","ZIP_Poverty_Status_1.00_to_1.99","ZIP_Poverty_Status_Under_2.00","ZIP_Poverty_Status_2.00_and_Over","ZIP_X_Poverty_Status_Under_1.00","ZIP_X_Poverty_Status_1.00_to_1.99","ZIP_X_Poverty_Status_Under_2.00","ZIP_X_Poverty_Status_2.00_and_Over","ZIP_Total_Population_Last","ZIP_Total_Not_Hispanic","ZIP_Total_Not_Hispanic_White_Alone","ZIP_Total_Not_Hispanic_Black_Alone","ZIP_Total_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_Total_Not_Hispanic_Asian_Alone","ZIP_Total_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_Total_Not_Hispanic_Other_Race","ZIP_Total_Not_Hispanic_Two_or_More_Races","ZIP_Total_Hispanic","ZIP_X_Not_Hispanic","ZIP_X_Not_Hispanic_White_Alone","ZIP_X_Not_Hispanic_Black_Alone","ZIP_X_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_X_Not_Hispanic_Asian_Alone","ZIP_X_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_X_Not_Hispanic_Other_Race","ZIP_X_Not_Hispanic_Two_or_More_Races","ZIP_X_Hispanic"
"R_SATsjBNbwTQDIxr",40228,9.34,4.8,5.08,0.74,0.47,0.68,"Louisville-Jefferson","KY","Louisville/Jefferson","Louisville/Jefferson County_KY-IN Metro Area",0.129,NA,NA,NA,NA,NA,40228,"ZCTA5 40228",402,40228,"ZCTA5 40228","Great Lakes (Around MI)","KY",17808,2055.856,8.66208337644808,17808,8920,8888,50.09,49.91,17808,1070,802,1286,801,1405,2411,2051,2730,2459,1595,817,381,6.01,4.5,7.22,4.5,7.89,13.54,11.52,15.33,13.81,8.96,4.59,2.14,17808,12493,2972,7,449,0,408,1479,70.15,16.69,0.04,2.52,0,2.29,8.31,7182,4586,3360,1226,483,743,2596,1081,1515,63.85,46.78,17.07,6.73,10.35,36.15,15.05,21.09,74025,7435,7182,5674,1508,79,21,17727,1401,2463,3864,13863,7.9,13.89,21.8,78.2,17808,16359,12077,2972,7,449,0,96,758,1449,91.86,67.82,16.69,0.04,2.52,0,0.54,4.26,8.14
"R_3HSkkOJiuNDkRuF",44111,1.88,4.08,5.82,0.3,0.43,0.29,"Cleveland","OH","Cleveland city","Cleveland-Elyria_OH Metro Area",0.125,6,"Cleveland city"," OH",0.5478,"High Segregation",44111,"ZCTA5 44111",441,44111,"ZCTA5 44111","Great Lakes (Around MI)","OH",40940,6252.489,6.54779249942471,40940,20077,20863,49.04,50.96,40940,2156,2570,2646,2057,3545,6289,5252,5643,5595,3256,1329,602,5.27,6.28,6.46,5.02,8.66,15.36,12.83,13.78,13.67,7.95,3.25,1.47,40940,27525,5488,57,1436,11,2353,4070,67.23,13.4,0.14,3.51,0.03,5.75,9.94,17468,9423,5164,4259,1228,3031,8045,4196,3849,53.94,29.56,24.38,7.03,17.35,46.06,24.02,22.03,52390,19176,17468,9700,7768,55.53,44.47,40797,9703,9023,18726,22071,23.78,22.12,45.9,54.1,40940,33245,24580,5260,12,1436,11,135,1811,7695,81.2,60.04,12.85,0.03,3.51,0.03,0.33,4.42,18.8
"R_3oYgZd8FQsmLaMV",75038,8.67,3.64,3.04,0.1,0.91,0.62,"Irving","TX","Irving city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,8,"Irving city"," TX",0.4082,"High Segregation",75038,"ZCTA5 75038",750,75038,"ZCTA5 75038","Central South (Around TX)","TX",32559,4262.679,7.63815430805085,32559,16578,15981,50.92,49.08,32559,3204,2178,1416,762,2822,8138,5543,3707,2307,1708,475,299,9.84,6.69,4.35,2.34,8.67,24.99,17.02,11.39,7.09,5.25,1.46,0.92,32559,9849,10693,102,9524,15,953,1423,30.25,32.84,0.31,29.25,0.05,2.93,4.37,13716,8133,5776,2357,806,1551,5583,3171,2412,59.3,42.11,17.18,5.88,11.31,40.7,23.12,17.59,69678,14822,13716,2821,10895,20.57,79.43,32402,3854,4790,8644,23758,11.89,14.78,26.68,73.32,32559,26823,5918,10515,83,9502,15,106,684,5736,82.38,18.18,32.3,0.25,29.18,0.05,0.33,2.1,17.62
"R_2V4llqtYnXNR4aV",74112,4.62,6.98,5.05,0.55,0.63,0.3,"Tulsa","OK","Tulsa city","Tulsa_OK Metro Area",0.156,53,"Tulsa city"," OK",0.2118,"High Segregation",74112,"ZCTA5 74112",741,74112,"ZCTA5 74112","Central South (Around TX)","OK",21629,3172.585,6.81746788016006,21629,11009,10620,50.9,49.1,21629,1450,1321,1308,642,1948,3519,3000,2557,2772,2088,662,362,6.7,6.11,6.05,2.97,9.01,16.27,13.87,11.82,12.82,9.65,3.06,1.67,21629,14841,2112,1315,240,8,558,2555,68.62,9.76,6.08,1.11,0.04,2.58,11.81,9355,4800,2973,1827,518,1309,4555,2240,2315,51.31,31.78,19.53,5.54,13.99,48.69,23.94,24.75,54483,10575,9355,5233,4122,55.94,44.06,21539,3739,4734,8473,13066,17.36,21.98,39.34,60.66,21629,17739,12681,2039,1147,234,8,0,1630,3890,82.01,58.63,9.43,5.3,1.08,0.04,0,7.54,17.99
"R_2nlpOAILuz4Wtc5",43615,7.24,8.81,5.92,0.93,0.22,0.54,"Toledo","OH","Toledo city","Toledo_OH Metro Area",0.147,75,"Toledo city"," OH",0.1661,"Low-Medium Segregation",43615,"ZCTA5 43615",436,43615,"ZCTA5 43615","Great Lakes (Around MI)","OH",39405,2390.369,16.4849010883448,39405,17805,21600,45.18,54.82,39405,2488,1745,2181,1174,3443,6497,4463,4472,5078,4544,2625,695,6.31,4.43,5.53,2.98,8.74,16.49,11.33,11.35,12.89,11.53,6.66,1.76,39405,25605,9845,24,1118,10,752,2051,64.98,24.98,0.06,2.84,0.03,1.91,5.2,18567,9674,6142,3532,657,2875,8893,3975,4918,52.1,33.08,19.02,3.54,15.48,47.9,21.41,26.49,54503,19485,18567,10324,8243,55.6,44.4,39154,5835,7719,13554,25600,14.9,19.71,34.62,65.38,39405,37884,24941,9817,24,1118,10,66,1908,1521,96.14,63.29,24.91,0.06,2.84,0.03,0.17,4.84,3.86
"R_12R8S8hkAiMOzJ4",95202,5.88,2.68,2.13,0.84,0.1,0.75,"Stockton","CA","Stockton city","Stockton_CA Metro Area",0.113,88,"Stockton city"," CA",0.1402,"Low-Medium Segregation",95202,"ZCTA5 95202",952,95202,"ZCTA5 95202","West Coast (includes Hawaii/Alaska)","CA",6000,5659.413,1.06018058770929,6000,2929,3071,48.82,51.18,6000,445,315,495,192,296,923,855,642,798,606,271,162,7.42,5.25,8.25,3.2,4.93,15.38,14.25,10.7,13.3,10.1,4.52,2.7,6000,1959,1877,7,452,39,587,1079,32.65,31.28,0.12,7.53,0.65,9.78,17.98,3070,1022,231,791,220,571,2048,957,1091,33.29,7.52,25.77,7.17,18.6,66.71,31.17,35.54,19942,3976,3070,111,2959,3.62,96.38,5925,2279,1753,4032,1893,38.46,29.59,68.05,31.95,6000,3482,890,1744,0,443,39,46,320,2518,58.03,14.83,29.07,0,7.38,0.65,0.77,5.33,41.97
"R_2VR81wrBbwlxzWI",40216,3.74,5.24,8.37,0.14,0.54,0.74,"Louisville-Jefferson","KY","Louisville/Jefferson","Louisville/Jefferson County_KY-IN Metro Area",0.129,NA,NA,NA,NA,NA,40216,"ZCTA5 40216",402,40216,"ZCTA5 40216","Great Lakes (Around MI)","KY",43167,2757.669,15.6534377765457,43167,20340,22827,47.12,52.88,43167,2911,2654,3421,1721,2961,5111,5869,5187,6111,5193,1409,619,6.74,6.15,7.93,3.99,6.86,11.84,13.6,12.02,14.16,12.03,3.26,1.43,43167,20331,18514,34,857,0,471,2960,47.1,42.89,0.08,1.99,0,1.09,6.86,17418,10341,5597,4744,1135,3609,7077,3192,3885,59.37,32.13,27.24,6.52,20.72,40.63,18.33,22.3,51221,18986,17418,11157,6261,64.05,35.95,42614,8280,9458,17738,24876,19.43,22.19,41.62,58.38,43167,40387,19081,18341,34,857,0,217,1857,2780,93.56,44.2,42.49,0.08,1.99,0,0.5,4.3,6.44
"R_2P5ogAq6Cb88yF2",33709,1.87,4.35,1.55,0.75,0.47,0.55,"St. Petersburg","FL","St. Petersburg city","Tampa-St. Petersburg-Clearwater_FL Metro Area",0.159,42,"St. Petersburg city"," FL",0.2278,"High Segregation",33709,"ZCTA5 33709",337,33709,"ZCTA5 33709","South East (Around FL)","FL",24120,4710.864,5.12007970693301,24120,11748,12372,48.71,51.29,24120,814,896,1054,683,1388,2545,2208,2748,4457,3822,2348,1157,3.37,3.71,4.37,2.83,5.75,10.55,9.15,11.39,18.48,15.85,9.73,4.8,24120,18906,1218,72,1129,24,722,2049,78.38,5.05,0.3,4.68,0.1,2.99,8.5,10850,5461,3569,1892,741,1151,5389,2307,3082,50.33,32.89,17.44,6.83,10.61,49.67,21.26,28.41,48049,13988,10850,8217,2633,75.73,24.27,23367,3164,5561,8725,14642,13.54,23.8,37.34,62.66,24120,21199,17650,1138,72,1129,24,48,1138,2921,87.89,73.18,4.72,0.3,4.68,0.1,0.2,4.72,12.11
"R_XF0fnrhaWBhZZip",95838,4.68,3.29,3.8,0.27,0.51,0.81,"Sacramento","CA","Sacramento city","Sacramento-Roseville-Folsom_CA Metro Area",0.14,69,"Sacramento city"," CA",0.1731,"Low-Medium Segregation",95838,"ZCTA5 95838",958,95838,"ZCTA5 95838","West Coast (includes Hawaii/Alaska)","CA",41311,4487.847,9.20508280347245,41311,21134,20177,51.16,48.84,41311,2372,3562,3770,1793,4907,5979,5685,4862,4236,2730,992,423,5.74,8.62,9.13,4.34,11.88,14.47,13.76,11.77,10.25,6.61,2.4,1.02,41311,12943,6695,435,7587,885,7388,5378,31.33,16.21,1.05,18.37,2.14,17.88,13.02,11766,8868,4832,4036,1122,2914,2898,1501,1397,75.37,41.07,34.3,9.54,24.77,24.63,12.76,11.87,58253,12249,11766,6379,5387,54.22,45.78,40974,8177,10354,18531,22443,19.96,25.27,45.23,54.77,41311,26296,8340,6326,100,7521,873,183,2953,15015,63.65,20.19,15.31,0.24,18.21,2.11,0.44,7.15,36.35
"R_3eaAOuMEankh0sb",92703,6.12,3.88,2.47,0.12,0.05,0.76,"Santa Ana","CA","Santa Ana city","Los Angeles-Long Beach-Anaheim_CA Metro Area",0.103,14,"Santa Ana city"," CA",0.3762,"High Segregation",92703,"ZCTA5 92703",927,92703,"ZCTA5 92703","West Coast (includes Hawaii/Alaska)","CA",61593,14520.01,4.24193857268837,61593,32683,28910,53.06,46.94,61593,3510,3948,3798,2978,7386,10733,8232,7648,6508,4067,1924,861,5.7,6.41,6.17,4.83,11.99,17.43,13.37,12.42,10.57,6.6,3.12,1.4,61593,12636,393,835,10163,120,30157,7289,20.52,0.64,1.36,16.5,0.19,48.96,11.83,13524,11636,7641,3995,1484,2511,1888,1021,867,86.04,56.5,29.54,10.97,18.57,13.96,7.55,6.41,77759,13946,13524,6215,7309,45.96,54.04,59789,7246,18357,25603,34186,12.12,30.7,42.82,57.18,61593,13891,2902,335,73,10151,63,50,317,47702,22.55,4.71,0.54,0.12,16.48,0.1,0.08,0.51,77.45
"R_ukOGaXnYYExNvPj",85254,1.83,3.02,2.02,0.57,0.95,0.01,"Scottsdale","AZ","Scottsdale city","Phoenix-Mesa-Scottsdale_AZ Metro Area",0.16,43,"Scottsdale city"," AZ",0.2241,"High Segregation",85254,"ZCTA5 85254",852,85254,"ZCTA5 85254","Western Interior (Around CO)","AZ",45207,3295.39,13.7182535208657,45207,22557,22650,49.9,50.1,45207,2251,2326,2791,1484,2181,5360,5696,5814,7728,6046,2464,1066,4.98,5.15,6.17,3.28,4.82,11.86,12.6,12.86,17.09,13.37,5.45,2.36,45207,35908,428,134,4294,37,1037,3369,79.43,0.95,0.3,9.5,0.08,2.29,7.45,18696,12821,10688,2133,664,1469,5875,2777,3098,68.58,57.17,11.41,3.55,7.86,31.42,14.85,16.57,114968,20745,18696,13595,5101,72.72,27.28,44702,2544,3089,5633,39069,5.69,6.91,12.6,87.4,45207,40710,33902,411,88,4269,37,356,1647,4497,90.05,74.99,0.91,0.19,9.44,0.08,0.79,3.64,9.95
"R_2fs7e9AkgvRVjZC",90803,7.06,7.99,7.3,0,0.45,0.54,"Long Beach","CA","Long Beach city","Los Angeles-Long Beach-Anaheim_CA Metro Area",0.103,55,"Long Beach city"," CA",0.2077,"High Segregation",90803,"ZCTA5 90803",908,90803,"ZCTA5 90803","West Coast (includes Hawaii/Alaska)","CA",31659,7796.204,4.06082228952412,31659,16378,15281,51.73,48.27,31659,1087,623,843,756,1884,5495,4541,4786,4958,4034,2128,524,3.43,1.97,2.66,2.39,5.95,17.36,14.34,15.12,15.66,12.74,6.72,1.66,31659,23658,1095,404,2197,301,1141,2863,74.73,3.46,1.28,6.94,0.95,3.6,9.04,17082,7281,5629,1652,605,1047,9801,5084,4717,42.62,32.95,9.67,3.54,6.13,57.38,29.76,27.61,107889,18368,17082,7500,9582,43.91,56.09,31451,2050,2264,4314,27137,6.52,7.2,13.72,86.28,31659,25855,20748,1004,228,2099,301,84,1391,5804,81.67,65.54,3.17,0.72,6.63,0.95,0.27,4.39,18.33
"R_3IXJ5fsuUqDA1NV",44121,2.3,8.6,6.49,0.66,0.49,0.73,"Cleveland","OH","Cleveland city","Cleveland-Elyria_OH Metro Area",0.125,6,"Cleveland city"," OH",0.5478,"High Segregation",44121,"ZCTA5 44121",441,44121,"ZCTA5 44121","Great Lakes (Around MI)","OH",32840,5163.424,6.36012020132912,32840,15908,16932,48.44,51.56,32840,1652,1803,2169,1441,3877,4399,4176,3728,4197,3253,1709,436,5.03,5.49,6.6,4.39,11.81,13.4,12.72,11.35,12.78,9.91,5.2,1.33,32840,12317,17998,30,664,35,270,1526,37.51,54.81,0.09,2.02,0.11,0.82,4.65,13440,7930,4793,3137,607,2530,5510,2309,3201,59,35.66,23.34,4.52,18.82,41,17.18,23.82,72606,14726,13440,9555,3885,71.09,28.91,32081,3533,5134,8667,23414,11.01,16,27.02,72.98,32840,32123,12195,17751,22,664,35,136,1320,717,97.82,37.13,54.05,0.07,2.02,0.11,0.41,4.02,2.18
"R_Z9SnxqLtfLqY4OB",93311,8.73,5.74,9.59,0.39,0.38,0.89,"Bakersfield","CA","Bakersfield city","Bakersfield_CA Metro Area",0.118,90,"Bakersfield city"," CA",0.1318,"Low-Medium Segregation",93311,"ZCTA5 93311",933,93311,"ZCTA5 93311","West Coast (includes Hawaii/Alaska)","CA",50535,237.3493,212.914011956812,50535,26132,24403,51.71,48.29,50535,3462,4070,4558,2794,4398,8153,6836,5812,4967,3778,1054,653,6.85,8.05,9.02,5.53,8.7,16.13,13.53,11.5,9.83,7.48,2.09,1.29,50535,25674,3140,254,8266,95,3820,9286,50.8,6.21,0.5,16.36,0.19,7.56,18.38,16105,12694,10157,2537,924,1613,3411,1868,1543,78.82,63.07,15.75,5.74,10.02,21.18,11.6,9.58,113616,17192,16105,11402,4703,70.8,29.2,50061,3767,6063,9830,40231,7.52,12.11,19.64,80.36,50535,31784,17612,2962,152,8102,95,347,2514,18751,62.9,34.85,5.86,0.3,16.03,0.19,0.69,4.97,37.1
"R_33CtmH3BvVx0Muf",53207,2.63,8.03,5.9,0.49,0.92,0.87,"Milwaukee","WI","Milwaukee city","Milwaukee-Waukesha_WI Metro Area",0.13,5,"Milwaukee city"," WI",0.5936,"High Segregation",53207,"ZCTA5 53207",532,53207,"ZCTA5 53207","Northern Midwest (Around MN)","WI",34767,3493.873,9.95084764871497,34767,17252,17515,49.62,50.38,34767,2004,1964,1416,763,2088,7546,5965,3611,4005,3477,1480,448,5.76,5.65,4.07,2.19,6.01,21.7,17.16,10.39,11.52,10,4.26,1.29,34767,28710,1102,83,620,3,1666,2583,82.58,3.17,0.24,1.78,0.01,4.79,7.43,16393,7436,5657,1779,541,1238,8957,4614,4343,45.36,34.51,10.85,3.3,7.55,54.64,28.15,26.49,74073,17333,16393,9784,6609,59.68,40.32,34662,2944,4837,7781,26881,8.49,13.95,22.45,77.55,34767,29373,26588,1080,83,596,3,52,971,5394,84.49,76.47,3.11,0.24,1.71,0.01,0.15,2.79,15.51
"R_2UbYAfynJ8oVNBX",20005,6.13,6.31,2.26,0.77,0.52,0.35,"Washington D.C.","DC","Washington DC city","Washington-Arlington-Alexandria_DC-VA-MD-WV Metro Area",0.144,NA,NA,NA,NA,NA,20005,"ZCTA5 20005",200,20005,"ZCTA5 20005","Central East Coast (Around VA)","DC",13014,30021.1,0.433495058664364,13014,6740,6274,51.79,48.21,13014,435,256,139,0,1085,4614,2739,1266,1171,773,435,101,3.34,1.97,1.07,0,8.34,35.45,21.05,9.73,9,5.94,3.34,0.78,13014,7898,2098,294,1106,9,538,1071,60.69,16.12,2.26,8.5,0.07,4.13,8.23,8508,1597,1303,294,127,167,6911,3387,3524,18.77,15.31,3.46,1.49,1.96,81.23,39.81,41.42,109147,9485,8508,2422,6086,28.47,71.53,12969,1739,1030,2769,10200,13.41,7.94,21.35,78.65,13014,10943,7132,2076,9,1106,9,5,606,2071,84.09,54.8,15.95,0.07,8.5,0.07,0.04,4.66,15.91
"R_2bVQpyJcVsTNZJA",74133,3.67,9.1,1.17,0.28,0.89,0.34,"Tulsa","OK","Tulsa city","Tulsa_OK Metro Area",0.156,53,"Tulsa city"," OK",0.2118,"High Segregation",74133,"ZCTA5 74133",741,74133,"ZCTA5 74133","Central South (Around TX)","OK",48350,3537.865,13.6664324313472,48350,22884,25466,47.33,52.67,48350,2832,2689,3118,1811,4701,7564,5884,5277,5550,4726,2717,1481,5.86,5.56,6.45,3.75,9.72,15.64,12.17,10.91,11.48,9.77,5.62,3.06,48350,31631,5351,2201,3463,0,1123,4581,65.42,11.07,4.55,7.16,0,2.32,9.47,20948,11854,8855,2999,905,2094,9094,3883,5211,56.59,42.27,14.32,4.32,10,43.41,18.54,24.88,74314,22435,20948,10761,10187,51.37,48.63,47928,4223,7407,11630,36298,8.81,15.45,24.27,75.73,48350,43544,29482,5295,2115,3415,0,121,3116,4806,90.06,60.98,10.95,4.37,7.06,0,0.25,6.44,9.94
"R_2tzlHkTaYHk5Pg0",20005,6.26,3.12,6.95,0.45,0.77,0.82,"Washington D.C.","DC","Washington DC city","Washington-Arlington-Alexandria_DC-VA-MD-WV Metro Area",0.144,NA,NA,NA,NA,NA,20005,"ZCTA5 20005",200,20005,"ZCTA5 20005","Central East Coast (Around VA)","DC",13014,30021.1,0.433495058664364,13014,6740,6274,51.79,48.21,13014,435,256,139,0,1085,4614,2739,1266,1171,773,435,101,3.34,1.97,1.07,0,8.34,35.45,21.05,9.73,9,5.94,3.34,0.78,13014,7898,2098,294,1106,9,538,1071,60.69,16.12,2.26,8.5,0.07,4.13,8.23,8508,1597,1303,294,127,167,6911,3387,3524,18.77,15.31,3.46,1.49,1.96,81.23,39.81,41.42,109147,9485,8508,2422,6086,28.47,71.53,12969,1739,1030,2769,10200,13.41,7.94,21.35,78.65,13014,10943,7132,2076,9,1106,9,5,606,2071,84.09,54.8,15.95,0.07,8.5,0.07,0.04,4.66,15.91
"R_1r0mrhWrygNeu7v",53206,8.65,3.17,6.77,0.04,0.35,0.8,"Milwaukee","WI","Milwaukee city","Milwaukee-Waukesha_WI Metro Area",0.13,5,"Milwaukee city"," WI",0.5936,"High Segregation",53206,"ZCTA5 53206",532,53206,"ZCTA5 53206","Northern Midwest (Around MN)","WI",20481,7723.465,2.65178912025847,20481,9388,11093,45.84,54.16,20481,1603,1778,2169,1124,1708,2847,2505,2090,2504,1148,662,343,7.83,8.68,10.59,5.49,8.34,13.9,12.23,10.2,12.23,5.61,3.23,1.67,20481,539,18718,15,164,6,361,678,2.63,91.39,0.07,0.8,0.03,1.76,3.31,7704,4535,728,3807,721,3086,3169,1500,1669,58.87,9.45,49.42,9.36,40.06,41.13,19.47,21.66,27461,10161,7704,2519,5185,32.7,67.3,20143,7968,5937,13905,6238,39.56,29.47,69.03,30.97,20481,20091,466,18662,15,164,6,205,573,390,98.1,2.28,91.12,0.07,0.8,0.03,1,2.8,1.9
"R_2SwZGPHKWOpf4zv",20019,6.84,5.44,1.46,0.54,0.37,0.41,"Washington D.C.","DC","Washington DC city","Washington-Arlington-Alexandria_DC-VA-MD-WV Metro Area",0.144,NA,NA,NA,NA,NA,20019,"ZCTA5 20019",200,20019,"ZCTA5 20019","Central East Coast (Around VA)","DC",64631,10532.9,6.13610603601252,64631,30287,34344,46.86,53.14,64631,5207,4806,4966,2811,5302,10989,8735,6722,6981,4701,2541,870,8.06,7.44,7.68,4.35,8.2,17,13.52,10.4,10.8,7.27,3.93,1.35,64631,1333,58911,270,116,17,1746,2238,2.06,91.15,0.42,0.18,0.03,2.7,3.46,26731,14252,4039,10213,1698,8515,12479,5929,6550,53.32,15.11,38.21,6.35,31.85,46.68,22.18,24.5,53394,29539,26731,10620,16111,39.73,60.27,64144,17076,11405,28481,35663,26.62,17.78,44.4,55.6,64631,61396,1199,57804,248,103,0,345,1697,3235,94.99,1.86,89.44,0.38,0.16,0,0.53,2.63,5.01
"R_aVl5lI7JQ7DgX85",53204,4.57,6.16,9.29,0.15,0.89,0.94,"Milwaukee","WI","Milwaukee city","Milwaukee-Waukesha_WI Metro Area",0.13,5,"Milwaukee city"," WI",0.5936,"High Segregation",53204,"ZCTA5 53204",532,53204,"ZCTA5 53204","Northern Midwest (Around MN)","WI",39203,12154.28,3.22544892099886,39203,20072,19131,51.2,48.8,39203,3409,3464,3825,2281,3924,6450,5418,4100,3222,2291,471,348,8.7,8.84,9.76,5.82,10.01,16.45,13.82,10.46,8.22,5.84,1.2,0.89,39203,13186,4060,424,1311,0,10343,9879,33.64,10.36,1.08,3.34,0,26.38,25.2,13391,7902,3964,3938,1035,2903,5489,3439,2050,59.01,29.6,29.41,7.73,21.68,40.99,25.68,15.31,41623,14703,13391,3500,9891,26.14,73.86,39104,12263,12982,25245,13859,31.36,33.2,64.56,35.44,39203,12162,5744,3793,196,1311,0,62,1056,27041,31.02,14.65,9.68,0.5,3.34,0,0.16,2.69,68.98
"R_9sQdkZOUWA5u4cp",53217,5.74,6.67,2.76,0.6,0.97,0.13,"Milwaukee","WI","Milwaukee city","Milwaukee-Waukesha_WI Metro Area",0.13,5,"Milwaukee city"," WI",0.5936,"High Segregation",53217,"ZCTA5 53217",532,53217,"ZCTA5 53217","Northern Midwest (Around MN)","WI",30132,2139.172,14.0858258802743,30132,14215,15917,47.18,52.82,30132,1942,2177,2371,1610,1638,3073,4040,4008,3766,3547,1327,633,6.44,7.22,7.87,5.34,5.44,10.2,13.41,13.3,12.5,11.77,4.4,2.1,30132,24053,1961,0,1683,0,536,1899,79.83,6.51,0,5.59,0,1.78,6.3,11664,7958,6845,1113,321,792,3706,1480,2226,68.23,58.68,9.54,2.75,6.79,31.77,12.69,19.08,124338,12224,11664,8791,2873,75.37,24.63,29816,1857,1652,3509,26307,6.23,5.54,11.77,88.23,30132,28419,23446,1925,0,1683,0,13,1352,1713,94.32,77.81,6.39,0,5.59,0,0.04,4.49,5.68
"R_2wzRn1uorNSWqda",20002,6.82,2.55,7.21,0.6,0.98,0.92,"Washington D.C.","DC","Washington DC city","Washington-Arlington-Alexandria_DC-VA-MD-WV Metro Area",0.144,NA,NA,NA,NA,NA,20002,"ZCTA5 20002",200,20002,"ZCTA5 20002","Central East Coast (Around VA)","DC",70043,13635.76,5.13671337473378,70043,33369,36674,47.64,52.36,70043,4154,3655,2799,1563,6047,19820,12927,8293,5561,3290,1437,497,5.93,5.22,4,2.23,8.63,28.3,18.46,11.84,7.94,4.7,2.05,0.71,70043,30789,29802,314,2044,30,1658,5406,43.96,42.55,0.45,2.92,0.04,2.37,7.72,33351,12946,8674,4272,805,3467,20405,9083,11322,38.82,26.01,12.81,2.41,10.4,61.18,27.23,33.95,107130,37323,33351,12333,21018,36.98,63.02,69042,9431,6597,16028,53014,13.66,9.56,23.21,76.79,70043,63693,28206,29489,68,2001,22,242,3665,6350,90.93,40.27,42.1,0.1,2.86,0.03,0.35,5.23,9.07
